No,Nama Produk,Harga,Rating,Terjual,Toko,Lokasi
146,"Lenovo ThinkPad L13 G4 2VID Intel i7-1355U 16GB 1TB 13.3""WUXGA W11 Pro",23650000,5.0,1 terjual,Lenovo Authorized Store Balikpapan,Balikpapan
147,"ASUS ZENBOOK DUO UX8406MA OLED ULTRA 7 155H 16GB 1TB 14"" TOUCH W11",23599000,4.9,30+ terjual,Top Tech Comp,Jakarta Utara
148,Asus Zenbook Duo Touch UX8406MA OLED ULTRA 7 155H 16GB 1TB 14 3K 120HZ,23599000,4.8,40+ terjual,ALIENWARE GAMING STORE,Jakarta Utara
149,"ASUS ZENBOOK DUO UX8406MA OLED TOUCH ULTRA 7 155H 16GB 1TB 14"" FHD",23599000,5.0,3 terjual,Gaming Laptop ID,Jakarta Utara
150,"ASUS ROG FLOW X16 R9 6900HS 16""QHD 32GB 2TB SSD RTX3070Ti W11 Office",23557000,Tidak Ada Rating,Tidak Ada Data,OrKa,Jakarta Utara
151,Lenovo Yoga Pro 7i Intel Ultra 7 155H RTX4050 1TB SSD 32GB OLED 2.8K 120Hz Win11+OHS,23499000,5.0,100+ terjual,Sinarmulia Sukses Makmur,Jakarta Barat
152,GPD WinMax 2 Win Max 2 WM2 2025 with Ryzen AI 9 HX370 Ram 64GB SSD 2TB Laptop Gaming Mini 10.1 inch Dedicated Gamepad RAM LPDDR5x,23499000,5.0,3 terjual,Stone Edge,Tangerang
153,"Lenovo Yoga Pro 7 14 Core Ultra 7 155H RTX4050 32Gb 1Tb 14.5""2.8K OLED",23499000,5.0,15 terjual,Agres ID Bandung,Bandung
154,LENOVO Yoga Pro  7 GeForce RTX 4050 - ULTRA 7 155H 32GB 1TBSSD 120Hz,23499000,5.0,14 terjual,NVIDIA GeForce Laptop,Jakarta Utara
155,Asus Zenbook 14 Oled Touch Ux3405ca Ultra 9 285h 32gb 1tb Win11+Ohs 14.0 3k 120Hz,23499000,Tidak Ada Rating,4 terjual,AGRES ID BOGOR,Bogor
156,ASUS ZENBOOK 14X OLED SPACE UX5401ZAS OLEDP711 I7 12700H 16GB 1TBSSD,23499000,Tidak Ada Rating,Tidak Ada Data,AI Official Store,Jakarta Utara
157,Lenovo Yoga Pro 7 OLED RTX 4050 Intel Ultra 7 155H 32GB RAM 1TB SSD Windows 11 OHS 14 Inch 120Hz 14ID,23499000,4.0,9 terjual,Thinkpad Official Store,Jakarta Utara
158,LENOVO YOGA PRO 7i 14IMH9 14ID GREY CORE ULTRA 7 155H RTX4050 32GB 1TB W11+OHS 2021,23430000,5.0,11 terjual,Lenovo Authorized Surabaya,Surabaya
159,ACER TRAVELMATE P214 TMP214/0086 i7. 1355U.8GB.512GB VGA2GB.WIN11PRO RESMI,23367500,Tidak Ada Rating,Tidak Ada Data,JAYAPRO JKT,Jakarta Pusat
160,LENOVO THINKPAD T14 G5 AI CORE ULTRA 5 135H 64GB 512GB SSD W11PRO 14.0WUXGA IPS 100SRGB 3Y PS BLK,23299000,Tidak Ada Rating,2 terjual,ROGS STORE,Jakarta Utara
161,"Lenovo ThinkBook 13x G4 Ultra 5 125H 16GB 512GB NVMe 13.5"" IPS Arc IR Win11 Pro",23160000,Tidak Ada Rating,Tidak Ada Data,THINK-ID,Surabaya
162,Lenovo Yoga Duet 7i Intel Core i7 Gen 11 16GB RAM 1TB SSD WQHD,23149000,5.0,2 terjual,Antonio Marketer,Jakarta Selatan
163,ASUS Zenbook 14 OLED UX3405CA-OLEDS9311M - Ponder Blue [Intel Core Ultra 9 Processor 285H / Intel Arc Graphics / 32GB / 1TB / 14inch / WIN11 / OHS / M365],22999000,5.0,18 terjual,Asus Official Store,Jakarta Timur
164,"Lenovo Yoga 9 2in1 Touch OLED Ultra 7 155H 32GB 1TB W11 14"" 2.8K 120Hz",22999000,Tidak Ada Rating,2 terjual,Top Tech Comp,Jakarta Utara
165,Lenovo ThinkPad T14 Gen 5 Core Ultra 5 135H 16GB 512GB SSD WIN 11 PRO,22900000,5.0,5 terjual,Lenovo Official,Jakarta Pusat
166,ACER TRAVELMATE P214 (TMP214/0038) TKDN i7-1335U 16GB/1TB SSD RTX2050,22850000,Tidak Ada Rating,Tidak Ada Data,ZX'computer,Jakarta Pusat
167,"DELL XPS 13 9340 Ultra 7 155H 32GB 1TB W11 13.4"" FHD IPS EVO",22799000,5.0,16 terjual,ALIENWARE GAMING STORE,Jakarta Utara
168,ASUS Zenbook 14 OLED UX3405CA Ultra 9 285H 1TB SSD 32GB 3K 120Hz Touch Win11+OHS,22799000,4.9,23 terjual,Sinarmulia Sukses Makmur,Jakarta Barat
169,ACER Predator Helios Neo 16 72 979D RTX4060 i9 14900HX 16/1TBSSD 165Hz,22799000,5.0,100+ terjual,Acer Authorized Store Jakarta,Jakarta Utara
170,"ASUS ZENBOOK 14 OLED TOUCH UX3405CA ULTRA 9 285H 32GB 1TB w11 14"" 3k",22769000,5.0,12 terjual,AGRES ID,Jakarta Utara
171,Asus ZENBOOK 14 OLED TOUCH UX3405CA ULTRA 9 285H 32gb 1tb W11+OHS 3K 120HZ EVO BLU -OLEDS9311TM,22769000,5.0,3 terjual,Agres ID Surabaya,Surabaya
172,"ASUS Zenbook 14 OLED UX3405CA Touch - Core Ultra 9 285H 32GB 1TB 14"" 3K EVO",22769000,5.0,3 terjual,INTEL STORE ID,Jakarta Utara
173,"Asus Zenbook 14 Oled Touch UX3405CA Ultra 9 285H 32GB 1TB W11+OHS 14"" 3K 120Hz EVO",22769000,Tidak Ada Rating,2 terjual,AI Official Store,Jakarta Utara
174,"ASUS Zenbook 14 Flip OLED UP5401ZA|i7-12700H|16GB|1TB|14"" 2.8K|W11+OHS",22699000,Tidak Ada Rating,Tidak Ada Data,Smart Media Computer,Makassar
175,DELL XPS 13 9340 CORE ULTRA 7 155H 32GB 1TB W11 13.4FHD IPS,22499000,5.0,5 terjual,ROGS STORE,Jakarta Utara
176,Lenovo ThinkPad X13 Gen 4 (Intel) Core i5-1345U 16GB 512GB W11Pro,22499000,5.0,1 terjual,Lenovo Official,Jakarta Pusat
177,Lenovo Yoga 7 2in1 14IML9 Core Ultra 7 155H 32GB 1TB OLED W11+OHS,22320000,5.0,1 terjual,Lenovo store surabaya,Surabaya
178,Lenovo Yoga Slim 7X 14Q8X9 Snapdragon X Elite X1E-78-100 32GB 1TB WIN11 OHS TOUCH,22299000,5.0,25 terjual,Lenovo Official,Jakarta Pusat
179,"ASUS ZENBOOK 14 UX3405MA OLED TOUCH ULTRA 7 155H 32GB 1TB W11+OHS 14""",22299000,5.0,50+ terjual,AGRES ID,Jakarta Utara
180,Asus Zenbook 14 Oled Touch UX3405MA Ultra 7 155H 32GB 1TB W11+OHS 3K,22299000,5.0,70+ terjual,AI Official Store,Jakarta Utara
181,"HP ELITEBOOK 630-G11 [A6RH4PT] ULTRA 7-155U 16GB 1TB W11 PRO 13,3""",22299000,5.0,1 terjual,Global Persada System,Jakarta Pusat
182,Microsoft Surface Pro 9 intel core i7 RAM 16GB SSD 256GB 512GB,22255000,Tidak Ada Rating,100+ terjual,Distributor Laptop ID,Jakarta Pusat
183,Microsoft Surface Pro 9 Intel i7 / i5 1TB 512GB 256GB SSD 16GB RAM,22255000,5.0,100+ terjual,Studio Ponsel,Jakarta Pusat
184,Lenovo YOGA 7 2IN1 OLED ULTRA 7 155H 32gb 1TB W11 + OHS 2.8K 120HZ,22199000,5.0,2 terjual,Agres ID Surabaya,Surabaya
185,"ASUS VIVOBOOK PRO 15 OLED N6506MU ULTRA 7 155H RTX4050 24GB 1TB 15.6""",22149000,4.8,13 terjual,AGRES ID,Jakarta Utara
186,ASUS VIVOBOOK PRO 15 OLED N6506MU GeForce RTX4050 - Intel ULTRA 7 155H 24GB 1TB 120Hz,22149000,5.0,3 terjual,NVIDIA GeForce Official Surabaya,Surabaya
187,"Lenovo Yoga 7 2in1 OLED Ultra 7 155H 32GB 1TB 14"" 2.8K 120Hz OHS W11",21999000,5.0,3 terjual,Top Tech Comp,Jakarta Utara
188,Lenovo ThinkPad T14 Gen 4 (Intel) Core i5-1335U 16GB 512GB W11Pro,21999000,5.0,7 terjual,Lenovo Official,Jakarta Pusat
189,Lenovo Yoga Slim 7i Aura Edition Ultra 7 258V 1TB SSD 32GB 2.8K WQXGA+ OLED 120Hz 100%sRGB Copilot+ Touch Win11+OHS,21999000,Tidak Ada Rating,Tidak Ada Data,Lenovo Authorized Tangerang,Tangerang
190,"Dell Latitude 7330 Core  i7-1265U 16GB 1TB SSD 13.3""FHD W11 Pro Gray Resmi Dell 3 Tahun + ADP",21999000,5.0,4 terjual,Digitalzone Tangcity,Tangerang
191,ASUS Vivobook S14 S5406SA-OLEDS7311M - Neutral Black [Intel Core Ultra 7 Processor   / Intel Arc Graphics / 32GB / 1TB / 14inch / WIN11 / OHS / M365],21999000,Tidak Ada Rating,Tidak Ada Data,Asus Official Store,Jakarta Timur
192,"ACER SWIFT X 14 OLED SFX14 ULTRA 7 155H RTX4060 32GB 1TB W11+OHS 14.5""",21899000,5.0,2 terjual,AGRES ID,Jakarta Utara
193,Lenovo Thinkpad X1 Carbon Touch Gen 11 i7-1365 32GB 1TB W11Pro,21799000,5.0,5 terjual,ALIENWARE GAMING STORE,Jakarta Utara
194,"ASUS ZENBOOK 14 OLED UX3405CA ULTRA 9 285H 32GB 1TB w11 14"" 3k",21799000,5.0,17 terjual,AGRES ID,Jakarta Utara
195,ASUS Zenbook 14 OLED UX3405CA Ultra 9 285H 1TB SSD 32GB 3K 120Hz Win11+OHS,21799000,5.0,6 terjual,Sinarmulia Sukses Makmur,Jakarta Barat
196,Asus ZENBOOK 14 OLED UX3405CA ULTRA 9 285H 32gb 1tb W11+OHS 14.0 3K 120HZ EVO BLUE -OLEDS9311M,21799000,5.0,2 terjual,Agres ID Surabaya,Surabaya
197,"ASUS Zenbook 14 OLED UX3405CA Ultra 9 285H 32GB 1TB 14"" 3K 120HZ W11 OHS",21799000,5.0,22 terjual,Collins Official,Jakarta Pusat
198,"ASUS Zenbook 14 OLED EVO - Core Ultra 9 285H 32GB 1TB 14"" 3K ARC",21799000,Tidak Ada Rating,1 terjual,INTEL STORE ID,Jakarta Utara
199,"LENOVO Yoga 7 14IML9 OLED ULTRA 7-155H 32GB 1TB w11 14"" 2.8k 120hz",21799000,5.0,13 terjual,AGRES ID,Jakarta Utara
200,"Asus Zenbook 14 Oled Touch UX3405CA Ultra 9 285H 32GB 1TB W11+OHS 14"" 3K 120Hz EVO",21799000,Tidak Ada Rating,1 terjual,ALIENWARE GAMING STORE,Jakarta Utara
201,"Lenovo Thinkpad X1 Carbon G11 I7 1355 32GB 1TB W11PRO 14.0"" FHD",21799000,5.0,2 terjual,Gaming Laptop ID,Jakarta Utara
202,Msi Sword 16 HX I7 14700HX RTX4060-4070 8-8GB  16GB 1TBSSD W11+Ohs,21699000,Tidak Ada Rating,Tidak Ada Data,Gamer ID Surabaya,Surabaya
203,"ASUS Zenbook 14 OLED UX3405CA Ultra 9 285H 32GB 1TB SSD 14""3K OLED Touch W11 OHS",21699000,Tidak Ada Rating,5 terjual,We Itech,Jakarta Barat
204,HP Zbook Studio 15 Workstation i7 11800 Quadro T1200 /32GB 1TB W11 PRO,21599000,5.0,3 terjual,royalltech,Jakarta Utara
205,"LENOVO YOGA 7 14ILL10 OLED ULTRA 7 258V 32GB 1TB W11+OHS 14"" 2.8K 2IN1 120HZ",21499000,Tidak Ada Rating,Tidak Ada Data,AGRES ID,Jakarta Utara
206,"Laptop HP Spectre X360 14 OLED 2in1 Touch Intel Ultra 7-155H 16GB 1TB W11 14"" 2.8K",21499000,5.0,16 terjual,ALIENWARE GAMING STORE,Jakarta Utara
207,"ACER SWIFT 14 SF14-71T-75UX 14""QHD GEN 13 i7-13700H 16GB 1TB GREEN W11",21499000,5.0,3 terjual,Acer Official Store,Jakarta Timur
208,ASUS Vivobook 14X OLED K3405VA i9 13900H 24/512SSD IRISXE 2.8K 90Hz,21490000,Tidak Ada Rating,Tidak Ada Data,ProStoreComputer,Jakarta Utara
209,"Apple MacBook Air 2022 M2 Chip 13"" Inch RAM 16GB 1TB 512GB 256GB CTO",21467000,5.0,100+ terjual,Digitech Mall,Jakarta Pusat
210,"ASUS VIVOBOOK S 14 OLED S5406SA ULTRA 7 258V 32GB 1TB w11 14"" 3k",21379000,5.0,30+ terjual,AGRES ID,Jakarta Utara
211,"MSI PRESTIGE 13 AI+ EVO OLED ULTRA 7-258V 32GB 1TB w11+ohs 13"" 2,8k",21199000,5.0,6 terjual,AGRES ID,Jakarta Utara
212,"Lenovo Yoga Slim 7X 14Q8X9 Snapdragon X Elite X1E-78-100 32GB 1TB 14.5"" 3K OLED",21199000,5.0,23 terjual,Distributor Laptop ID,Jakarta Pusat
213,"Asus Zenbook 14 OLED Q415MA / UX3405MA Touch Ultra 7 155H 16GB 1TB W11 14"" FHD",20999000,4.9,18 terjual,AI Official Store,Jakarta Utara
214,Lenovo Yoga 7 2-in-1 14IML9 Core Ultra 7 155H 16GB 1TB W11 OHS,20999000,5.0,30+ terjual,Lenovo Official,Jakarta Pusat
215,LENOVO YOGA 6 13 2IN1 TOUCH RYZEN 5 7530 8GB 512GB W11 13.3FHD IPS,20999000,5.0,12 terjual,ALIENWARE GAMING STORE,Jakarta Utara
216,Asus UX5304MA OLEDS711 OLEDS712 Ultra 7 155U/32GB/1TB/3K Zenbook S13,20999000,5.0,2 terjual,SOFTCOM,Medan
217,ASUS VIVOBOOK S 14 OLED K3402ZA i7 12700 16GB 1TB SSD 14.0QHD 2.8K W11,20999000,5.0,30+ terjual,ALIENWARE GAMING STORE,Jakarta Utara
218,"ASUS VIVOBOOK PRO 16 K3605VU i9 13900H RTX4050 - 32GB 1TBSSD W11 16"" WUXGA",20999000,5.0,1 terjual,Top Tech Comp,Jakarta Utara
219,MSI PRESTIGE 14 PINK I7 10510U 16GB 512GB SSD VGA 2GB WIN10,20992000,Tidak Ada Rating,Tidak Ada Data,OrKa,Jakarta Utara
220,Lenovo Yoga 7i 2IN1 Intel Ultra 7 155H 1TB SSD 16GB OLED Touch Win11,20989000,Tidak Ada Rating,8 terjual,Lenovo Authorized Tangerang,Tangerang
221,"HP Victus 16-R1009TX i7-14700HX RTX4060 1TB SSD 16.1"" FHD sRGB 100% W11 OHS",20899000,5.0,2 terjual,Protech Computer,Jakarta Pusat
222,Dell Latitude 3450 I7 1355U 16GB 512SSD W11 PRO FHD 3Year,20799000,Tidak Ada Rating,2 terjual,Digitalzone Tangcity,Tangerang
223,"Lenovo Yoga Slim 7x Snapdragon X Elite X1E 32GB RAM 1TB SSD Windows 11 Touchscreen OHS 14Q8X9 14,5 Inch",20599000,4.8,12 terjual,Thinkpad Official Store,Jakarta Utara
224,"Acer Swift Go 14 AI SF14 Oled - Ultra 7 258V 32GB 1TB 14"" W11 + OHS",20499000,5.0,17 terjual,INTEL STORE ID,Jakarta Utara
225,"ACER Swift 14 AI SF14-51 Ultra 7-258V 32GB 1TB 14"" OLED 90Hz W11 OHS",20499000,5.0,17 terjual,Collins Official,Jakarta Pusat
226,HP ENVY 16 TOUCH i9 13900 RTX4060 16GB 1TB SSD W11 OHS 16.0QHD IPS,20499000,5.0,13 terjual,ProStoreComputer,Jakarta Utara
227,MSI SUMMIT E13 A1MTG AI TOUCH EVO ULTRA 7 155H 16GB 1TB W11 13.3FHD IPS 100SRGB BLIT 2IN1,20499000,Tidak Ada Rating,Tidak Ada Data,Deca Computer,Jakarta Utara
228,LENOVO YOGA 9 14 OLED 2IN1 TOUCH I7 1360P 16GB 1TBSSD W11 14.0FHD 2.8K,20499000,5.0,10 terjual,ProStoreComputer,Jakarta Utara
229,LENOVO YOGA 7I 16 TOUCH ARC A370 I7 12700H 16GB 1TBSSD W11+OHS 2IN1,20499000,Tidak Ada Rating,Tidak Ada Data,AI Official Store,Jakarta Utara
230,"ACER SWIFT 14 AI OLED SF14-51 ULTRA 7-258V 32GB 1TB w11+ohs 14"" 2k",20499000,5.0,18 terjual,AGRES ID,Jakarta Utara
231,HP Spectre Folio 13 4K UHD Touch i7 10510 8GB 2TB SSD W10,20497000,Tidak Ada Rating,Tidak Ada Data,OrKa,Jakarta Utara
232,"ASUS Zenbook S 13 OLED UX5304MA Ultra 7 155U 32GB 1TB SSD 13.3"" OLED",20399000,5.0,50+ terjual,Distributor Laptop ID,Jakarta Pusat
233,"LENOVO Yoga Slim 7X 14Q8X9 Snapdragon X Elite 32GB 1TB 14.5"" 3K OLED TOUCH W11 OHS",20399000,5.0,11 terjual,Collins Official,Jakarta Pusat
234,Lenovo Yoga Pro 7 14ASP9 OLED Ryzen AI 9 365 32GB 1TB W11+OHS 14.5 2.8K 120HZ,20299000,5.0,3 terjual,Lenovo Legion Official,Jakarta Pusat
235,Lenovo Yoga Pro 7 Ryzen AI 9 365 1TB SSD 32GB 2.8K OLED 100%sRGB 120Hz Win11+OHS,20289000,Tidak Ada Rating,Tidak Ada Data,Lenovo Authorized Jakarta Barat,Jakarta Barat
236,Laptop HP Envy x360 AMD Ryzen 7 Radeon 32GBRAM 2TBSSD W11 Home 14 Inch,20249000,4.9,60+ terjual,HP Official,Jakarta Utara
237,"LAPTOP ASUS VIVOBOOK S OLED S5507QA SNAPDRAGON X ELITE X1E78100/32GB/1TB/15.6"" OLED/W11+OHS",20200000,Tidak Ada Rating,Tidak Ada Data,heroK,Medan
238,ACER SWIFT GO SFG14 TOUCH ULTRA 7 155H 16GB 1TB W11+OHS 14.0FHD,20199000,5.0,19 terjual,ProStoreComputer,Jakarta Utara
239,"DELL INSPIRON 14 7440 2IN1 CORE 7 150U 16GB 1TB W11+OHS 14"" WUXGA TOUCH",20199000,5.0,4 terjual,ProStoreComputer,Jakarta Utara
240,Acer Swift 5 Aerospace i5-1240P SF514 Iris Xe 16GB 512GB SSD OHS,20186000,5.0,23 terjual,Distributor Laptop ID,Jakarta Pusat
241,Microsoft Surface Laptop 5 intel Gen 12,20160300,Tidak Ada Rating,1 terjual,Otomasi_NEW,Jakarta Selatan
242,HP ENVY X360 14 TOUCH ULTRA 7 155H 16GB 1TB W11 OHS 14.0FHD IPS,19999000,5.0,10 terjual,ProStoreComputer,Jakarta Utara
243,"LENOVO Thinkpad Pro P15 Workstation Xeon W11855M Quadro RTX A2000 32GB 1TB 15.6"" FHD",19999000,5.0,2 terjual,ALIENWARE GAMING STORE,Jakarta Utara
244,HP ENVY X360 14 2IN1 I7 1355 I5 1335 16GB 1TBSSD W11 14.0FHD IPS TOUCH,19999000,4.7,60+ terjual,ProStoreComputer,Jakarta Utara
245,LENOVO THINKPAD X13 TOUCH G4 I7 1355 G3 I7 1260P 16GB 1TB W11PRO 13.3,19999000,4.8,30+ terjual,ProStoreComputer,Jakarta Utara
246,"Acer Swift 14 AI SF14-61T Ryzen 9 AI 365 32Gb 1Tb 14"" 2K TOUCH IPS",19999000,5.0,1 terjual,Agres ID Bandung,Bandung
247,Lenovo Thinkpad T480 core i5 ( 20L5A02HID ),19999000,5.0,11 terjual,GROSIRIA OFFICIAL STORE,Surabaya
248,ACER SWIFT GO SFG14 TOUCH I7 13700H 16GB 1TB W11+OHS 14.0WUXGA FP 2Y+ADP -71T.77AS,19999000,5.0,10 terjual,ProStoreComputer,Jakarta Utara
249,HUAWEI MATEBOOK 14S INTEL i7 16GB 512GB GARANSI RESMI,19999000,Tidak Ada Rating,Tidak Ada Data,Kumparan Cellular,Jakarta Timur
250,"Apple MacBook Pro M1 Pro 2021 14"" 512GB / 1TB SPACE GRAY, SILVER",19999000,4.9,500+ terjual,tokohapedia,Jakarta Barat
251,"Lenovo Legion Pro 5 15 IRX9 RTX4060 I7-13650HX 24GB 512GB w11 15"" 144hz",19969000,4.8,40+ terjual,AGRES ID,Jakarta Utara
252,"Apple Macbook Pro 2022 M2 13"" 256GB 512GB Gray Silver",19950000,5.0,30+ terjual,iDigitalid,Jakarta Pusat
253,"LENOVO YOGA SLIM 9 14 TOUCH 4K I7 1280P 16GB 1TB SSD IRISXE OHS 14""",19899000,Tidak Ada Rating,2 terjual,AI Official Store,Jakarta Utara
254,Lenovo Thinkpad X280 core i5 ( 20KFA005ID ),19899000,5.0,26 terjual,GROSIRIA OFFICIAL STORE,Surabaya
255,LENOVO Yoga 7 2in1 14 Oled Intel Ultra 7 155H 32Gb 1Tb Win 11 Office 14 Inch,19899000,Tidak Ada Rating,Tidak Ada Data,Agres ID Jakarta Timur,Jakarta Timur
256,ASUS Vivobook S 15 OLED S5507QA Snapdragon X Plus X1P 1TB SSD 16GB Qualcomm Adreno 3K OLED 120Hz Win11+OHS,19899000,5.0,4 terjual,Sinarmulia Sukses Makmur,Jakarta Barat
257,LENOVO YOGA 7 2IN1 14 OLED ULTRA 7 155H 16GB 1TB W11+OHS 14.0 2.8K 120HZ PEN 3Y PREM+3ADP (BOX SLEEVE) TEAL,19896000,Tidak Ada Rating,Tidak Ada Data,Jack-Store,Jakarta Selatan
258,"ASUS VIVOBOOK S 15 S5507QA SNAPDRAGON X ELITE X1E 78100 32GB 1TB w11 15"" 3k",19849000,5.0,5 terjual,AGRES ID,Jakarta Utara
259,ASUS VIVOBOOK S 15 OLED S5507QA SNAPDRAGON X ELITE X1E 78100 32GB 1TB W11+OHS 15.6 3K 120Hz,19849000,5.0,8 terjual,ROGS STORE,Jakarta Utara
260,"ASUS Zenbook S 13 OLED UX5304MA Ultra 7-155U 32G 1TB 13.3"" 3K W11 OHS",19799000,5.0,70+ terjual,Collins Official,Jakarta Pusat
261,"Lenovo Yoga 7 2in1 14IML9 EVO - ULTRA 7 155H 16GB 1TB 14.0"" 120Hz OLED",19799000,5.0,40+ terjual,INTEL STORE ID,Jakarta Utara
262,"Lenovo Pro 5 16 OLED Ultra 9 185H RTX4050 6GB/ 32GB 1TB W11 16""QHD",19799000,Tidak Ada Rating,6 terjual,AI Official Store,Jakarta Utara
263,ASUS ZENBOOK S13 OLED UX5304MA ULTRA 7 155U 32GB 1TB W11+OHS 13.3 3K,19799000,5.0,21 terjual,AGRES ID,Jakarta Utara
264,ASUS Zenbook S13 OLED UX5304MA ULTRA 7 155U 32GB 1TB 13.3 3K OHS W11,19799000,5.0,24 terjual,Top Tech Comp,Jakarta Utara
265,"Lenovo Ideapad Pro 5 14 OLED Ryzen 7 8845HS RTX3050 6GB 16GB 1TB W11+OHS 14"" 2.8K 120HZ -39ID",19799000,5.0,10 terjual,AMD Official Store,Jakarta Utara
266,Lenovo ThinkBook 14 2-in-1 G4 IML Core Ultra 7 155U 32GB 1TB SSD W11 OHS,19799000,5.0,4 terjual,Lenovo Official,Jakarta Pusat
267,Asus ZenBook S 13 ux5304 Ultra 7 155 32GB 2TB SSD W 11 + OHS OLED 3K,19799000,5.0,6 terjual,ROGZ Online,Jakarta Pusat
268,"ASUS Zenbook S 13 OLED UX5304MA Ultra 7-155U 32GB 1TB SSD 13.3"" 3K OLED W11 OHS2021",19799000,5.0,15 terjual,Protech Computer,Jakarta Pusat
269,Asus ZENBOOK S13 OLED UX5304MA ULTRA 7 155U 32gb 1TB W11 + OHS 3K,19799000,5.0,3 terjual,Agres ID Surabaya,Surabaya
270,Lenovo Yoga 7i 2in1 Intel Ultra 7 155H 32GB RAM 1TB SSD Windows 11 OLED 14 Inch 120Hz EVO 81ID,19699000,5.0,50+ terjual,Thinkpad Official Store,Jakarta Utara
271,HP DRAGONFLY G4 13 TOUCH I7 1355 32GB 1TB W11PRO 13.5FHD IPS,19699000,5.0,40+ terjual,ProStoreComputer,Jakarta Utara
272,"LENOVO YOGA 7 2IN1 OLED ULTRA 7 155H 16GB 1TB W11+OHS 14"" 2.8K 120HZ",19699000,5.0,50+ terjual,AGRES ID,Jakarta Utara
273,"Lenovo Yoga 7 2in1 Oled Ultra 7 155H 32GB 1TB W11 OHS 14"" 2.8K 120HZ",19699000,Tidak Ada Rating,4 terjual,royalltech,Jakarta Utara
274,"Apple Macbook Air M3 15"" inch 2024 - Garansi Resmi Apple Indonesia iBox",19699000,5.0,70+ terjual,Universe Store,Jakarta Utara
275,HP Envy X360 OLED Ryzen AI 7 8840HS 32GB 1TB W11+OHS 14.0 2.8K 120HZ BLIT PEN 2Y+ADP 2IN1,19699000,5.0,1 terjual,Kang Laptop,Jakarta Selatan
276,"LENOVO YOGA 7 2IN1 14 OLED ULTRA 7 155H 32GB 1TB W11+OHS 14"" 2.8K 120HZ",19699000,5.0,2 terjual,LAPTOP SHOP ID,Jakarta Utara
277,LENOVO YOGA 7 2IN1 14 OLED ULTRA 7 155H 32GB 1TB W11+OHS 14.0 2.8K 120HZ PEN 3Y PREM+3ADP - 81ID 0XID,19689000,5.0,3 terjual,ProStoreComputer,Jakarta Utara
278,LENOVO YOGA 7 2-in-1 14IML9 0XID CORE ULTRA 7-155H 16GB 1TB W11+OHS 2021,19673000,5.0,22 terjual,Lenovo Authorized Surabaya,Surabaya
279,"Lenovo Thinkpad Pro P16 Workstation RTX A1000 i7 12700 16GB 1TB W11 PRO 16"" FHD",19599000,Tidak Ada Rating,Tidak Ada Data,royalltech,Jakarta Utara
280,HP Envy x360 14 OLED Ryzen 7 8840HS 32GB 1TB W11+OHS 14.0 2.8K 120HZ -FA0888AU,19549000,4.7,10 terjual,AMD Official Store,Jakarta Utara
281,HP ENVY X360 14 OLED 2IN1 RYZEN 7 8840HS 32GB 1TB W11+OHS 14.0 120HZ,19539000,4.8,100+ terjual,ProStoreComputer,Jakarta Utara
282,"LENOVO YOGA SLIM PRO 9 3K CORE i9 13095H 32GB 1T RTX4050 6G W11PRO 16""",19499000,4.8,70+ terjual,Top Tech Comp,Jakarta Utara
283,LENOVO YOGA PRO 9 - i9 13905 RTX4050 6GB/ 32GB 1TB 16.0 3.2K TOUCH,19499000,5.0,4 terjual,ALIENWARE GAMING STORE,Jakarta Utara
284,LENOVO YOGA SLIM 7 PRO X TOUCH RYZEN 9 6900 RTX3050 32GB 1TB W11,19499000,4.9,90+ terjual,ProStoreComputer,Jakarta Utara
285,"HP SPECTRE x360 TOUCH 2024 - UTRA 7 155H 32GB 1TBSSD W11 14"" 2.8K OLED",19499000,5.0,9 terjual,Top Tech Comp,Jakarta Utara
286,"HP SPECTRE 14 x360 OLED ULTRA 7 155H 16GB 1TB W11 14"" 2.8K TOUCH",19499000,5.0,4 terjual,Top Tech Comp,Jakarta Utara
287,LENOVO YOGA PRO 9 16 3K TOUCH I9 13905 RTX4050 32GB 1TB W11 16.0QHD IPS,19499000,5.0,30+ terjual,royalltech,Jakarta Utara
288,"LAPTOP HP SPECTRE X360 14 OLED 2IN1 TOUCH CORE ULTRA 7 155H 16GB 1TB W11 14"" 2.8K BLK",19499000,5.0,8 terjual,ROGS STORE,Jakarta Utara
289,Dell Latitude 3440 i7-1355u 8GB SSD 512GB IrisXe14.0 FHD WIN 11 Resmi,19499000,5.0,30+ terjual,aura technology,Jakarta Pusat
290,ASUS FLOW X13 GV301RA R7RADA6TO 2IN1 TOUCH RYZEN 7 6800HS 16GB 13.4FHD,19499000,Tidak Ada Rating,Tidak Ada Data,ProStoreComputer,Jakarta Utara
291,"HP ENVY X360 14-FA0888AU R7-8840HS 32GB SSD 1TB 14"" OLED WIN11+OHS",19499000,5.0,3 terjual,Macro OneStop Official,Jakarta Pusat
292,Lenovo Yoga Pro 9 16 Touch i9-13905H RTX4050 5Gb/ 32Gb 1Tb W11 16.0QHD 3K IPS,19499000,5.0,4 terjual,Deca Computer,Jakarta Utara
293,"HP OmniBook X 14 Touch Snapdragon X Plus | X Elite X1E 78100 W11 OHS 14"" -FE0777QU -FE1332QU",19389000,5.0,20 terjual,ProStoreComputer,Jakarta Utara
